Class Name,Class Status,Class Characteristic,Attribute/Relationship Name,Attribute/Relationship Status,Attribute/Relationship Characteristic,Old Value,New Value
ExtensionAttribute,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
ExtensionAttribute,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
ExtensionAttribute,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
ExtensionAttribute,Added,Attributes/Relationships,valueCode,Added,Data Type,,Code
ExtensionAttribute,Added,Attributes/Relationships,valueCode,Added,Cardinality,,0..1
ExtensionAttribute,Added,Attributes/Relationships,valueQuantity,Added,Data Type,,Quantity
ExtensionAttribute,Added,Attributes/Relationships,valueQuantity,Added,Cardinality,,0..1
ExtensionAttribute,Added,Attributes/Relationships,id,Added,Data Type,,string
ExtensionAttribute,Added,Attributes/Relationships,id,Added,Cardinality,,1
ExtensionAttribute,Added,Attributes/Relationships,valueInteger,Added,Data Type,,integer
ExtensionAttribute,Added,Attributes/Relationships,valueInteger,Added,Cardinality,,0..1
ExtensionAttribute,Added,Attributes/Relationships,valueRange,Added,Data Type,,Range
ExtensionAttribute,Added,Attributes/Relationships,valueRange,Added,Cardinality,,0..1
ExtensionAttribute,Added,Attributes/Relationships,valueExtensionClass,Added,Data Type,,ExtensionClass
ExtensionAttribute,Added,Attributes/Relationships,valueExtensionClass,Added,Cardinality,,0..1
ExtensionAttribute,Added,Attributes/Relationships,valueBoolean,Added,Data Type,,boolean
ExtensionAttribute,Added,Attributes/Relationships,valueBoolean,Added,Cardinality,,0..1
ExtensionAttribute,Added,Attributes/Relationships,valueString,Added,Data Type,,string
ExtensionAttribute,Added,Attributes/Relationships,valueString,Added,Cardinality,,0..1
ExtensionAttribute,Added,Attributes/Relationships,valueAliasCode,Added,Data Type,,AliasCode
ExtensionAttribute,Added,Attributes/Relationships,valueAliasCode,Added,Cardinality,,0..1
ExtensionAttribute,Added,Attributes/Relationships,url,Added,Data Type,,string
ExtensionAttribute,Added,Attributes/Relationships,url,Added,Cardinality,,1
PersonName,Added,Attributes/Relationships,givenNames,Added,Data Type,,string
PersonName,Added,Attributes/Relationships,givenNames,Added,Cardinality,,0..*
PersonName,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
PersonName,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
PersonName,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
PersonName,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
PersonName,Added,Attributes/Relationships,suffixes,Added,Data Type,,string
PersonName,Added,Attributes/Relationships,suffixes,Added,Cardinality,,0..*
PersonName,Added,Attributes/Relationships,id,Added,Data Type,,string
PersonName,Added,Attributes/Relationships,id,Added,Cardinality,,1
PersonName,Added,Attributes/Relationships,text,Added,Data Type,,string
PersonName,Added,Attributes/Relationships,text,Added,Cardinality,,0..1
PersonName,Added,Attributes/Relationships,prefixes,Added,Data Type,,string
PersonName,Added,Attributes/Relationships,prefixes,Added,Cardinality,,0..*
PersonName,Added,Attributes/Relationships,familyName,Added,Data Type,,string
PersonName,Added,Attributes/Relationships,familyName,Added,Cardinality,,0..1
ExtensionClass,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
ExtensionClass,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
ExtensionClass,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
ExtensionClass,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,1..*
ExtensionClass,Added,Attributes/Relationships,id,Added,Data Type,,string
ExtensionClass,Added,Attributes/Relationships,id,Added,Cardinality,,1
ExtensionClass,Added,Attributes/Relationships,url,Added,Data Type,,string
ExtensionClass,Added,Attributes/Relationships,url,Added,Cardinality,,1
StudyRole,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
StudyRole,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
StudyRole,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
StudyRole,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
StudyRole,Added,Attributes/Relationships,code,Added,Data Type,,Code
StudyRole,Added,Attributes/Relationships,code,Added,Cardinality,,1
StudyRole,Added,Attributes/Relationships,masking,Added,Data Type,,Masking
StudyRole,Added,Attributes/Relationships,masking,Added,Cardinality,,0..1
StudyRole,Added,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
StudyRole,Added,Attributes/Relationships,notes,Added,Cardinality,,0..*
StudyRole,Added,Attributes/Relationships,appliesToIds,Added,Data Type,,string
StudyRole,Added,Attributes/Relationships,appliesToIds,Added,Cardinality,,0..*
StudyRole,Added,Attributes/Relationships,id,Added,Data Type,,string
StudyRole,Added,Attributes/Relationships,id,Added,Cardinality,,1
StudyRole,Added,Attributes/Relationships,name,Added,Data Type,,string
StudyRole,Added,Attributes/Relationships,name,Added,Cardinality,,1
StudyRole,Added,Attributes/Relationships,label,Added,Data Type,,string
StudyRole,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
StudyRole,Added,Attributes/Relationships,description,Added,Data Type,,string
StudyRole,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
StudyRole,Added,Attributes/Relationships,assignedPersons,Added,Data Type,,AssignedPerson
StudyRole,Added,Attributes/Relationships,assignedPersons,Added,Cardinality,,0..*
StudyRole,Added,Attributes/Relationships,organizationIds,Added,Data Type,,string
StudyRole,Added,Attributes/Relationships,organizationIds,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,arms,Added,Data Type,,StudyArm
ObservationalStudyDesign,Added,Attributes/Relationships,arms,Added,Cardinality,,1..*
ObservationalStudyDesign,Added,Attributes/Relationships,label,Added,Data Type,,string
ObservationalStudyDesign,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
ObservationalStudyDesign,Added,Attributes/Relationships,description,Added,Data Type,,string
ObservationalStudyDesign,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
ObservationalStudyDesign,Added,Attributes/Relationships,biospecimenRetentions,Added,Data Type,,BiospecimenRetention
ObservationalStudyDesign,Added,Attributes/Relationships,biospecimenRetentions,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,indications,Added,Data Type,,Indication
ObservationalStudyDesign,Added,Attributes/Relationships,indications,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,elements,Added,Data Type,,StudyElement
ObservationalStudyDesign,Added,Attributes/Relationships,elements,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
ObservationalStudyDesign,Added,Attributes/Relationships,notes,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,therapeuticAreas,Added,Data Type,,Code
ObservationalStudyDesign,Added,Attributes/Relationships,therapeuticAreas,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,model,Added,Data Type,,Code
ObservationalStudyDesign,Added,Attributes/Relationships,model,Added,Cardinality,,1
ObservationalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Data Type,,Code
ObservationalStudyDesign,Added,Attributes/Relationships,characteristics,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,studyInterventionIds,Added,Data Type,,string
ObservationalStudyDesign,Added,Attributes/Relationships,studyInterventionIds,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,activities,Added,Data Type,,Activity
ObservationalStudyDesign,Added,Attributes/Relationships,activities,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
ObservationalStudyDesign,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
ObservationalStudyDesign,Added,Attributes/Relationships,rationale,Added,Data Type,,string
ObservationalStudyDesign,Added,Attributes/Relationships,rationale,Added,Cardinality,,1
ObservationalStudyDesign,Added,Attributes/Relationships,subTypes,Added,Data Type,,Code
ObservationalStudyDesign,Added,Attributes/Relationships,subTypes,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,id,Added,Data Type,,string
ObservationalStudyDesign,Added,Attributes/Relationships,id,Added,Cardinality,,1
ObservationalStudyDesign,Added,Attributes/Relationships,name,Added,Data Type,,string
ObservationalStudyDesign,Added,Attributes/Relationships,name,Added,Cardinality,,1
ObservationalStudyDesign,Added,Attributes/Relationships,objectives,Added,Data Type,,Objective
ObservationalStudyDesign,Added,Attributes/Relationships,objectives,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,population,Added,Data Type,,StudyDesignPopulation
ObservationalStudyDesign,Added,Attributes/Relationships,population,Added,Cardinality,,1
ObservationalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Data Type,,AliasCode
ObservationalStudyDesign,Added,Attributes/Relationships,studyPhase,Added,Cardinality,,0..1
ObservationalStudyDesign,Added,Attributes/Relationships,estimands,Added,Data Type,,Estimand
ObservationalStudyDesign,Added,Attributes/Relationships,estimands,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,timePerspective,Added,Data Type,,Code
ObservationalStudyDesign,Added,Attributes/Relationships,timePerspective,Added,Cardinality,,1
ObservationalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Data Type,,ScheduleTimeline
ObservationalStudyDesign,Added,Attributes/Relationships,scheduleTimelines,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
ObservationalStudyDesign,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,studyType,Added,Data Type,,Code
ObservationalStudyDesign,Added,Attributes/Relationships,studyType,Added,Cardinality,,0..1
ObservationalStudyDesign,Added,Attributes/Relationships,eligibilityCriteria,Added,Data Type,,EligibilityCriterion
ObservationalStudyDesign,Added,Attributes/Relationships,eligibilityCriteria,Added,Cardinality,,1..*
ObservationalStudyDesign,Added,Attributes/Relationships,epochs,Added,Data Type,,StudyEpoch
ObservationalStudyDesign,Added,Attributes/Relationships,epochs,Added,Cardinality,,1..*
ObservationalStudyDesign,Added,Attributes/Relationships,analysisPopulations,Added,Data Type,,AnalysisPopulation
ObservationalStudyDesign,Added,Attributes/Relationships,analysisPopulations,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,encounters,Added,Data Type,,Encounter
ObservationalStudyDesign,Added,Attributes/Relationships,encounters,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Data Type,,StudyCell
ObservationalStudyDesign,Added,Attributes/Relationships,studyCells,Added,Cardinality,,1..*
ObservationalStudyDesign,Added,Attributes/Relationships,documentVersionIds,Added,Data Type,,string
ObservationalStudyDesign,Added,Attributes/Relationships,documentVersionIds,Added,Cardinality,,0..*
ObservationalStudyDesign,Added,Attributes/Relationships,samplingMethod,Added,Data Type,,Code
ObservationalStudyDesign,Added,Attributes/Relationships,samplingMethod,Added,Cardinality,,0..1
NarrativeContentItem,Added,Attributes/Relationships,instanceType,Added,Data Type,,string
NarrativeContentItem,Added,Attributes/Relationships,instanceType,Added,Cardinality,,1
NarrativeContentItem,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
NarrativeContentItem,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
NarrativeContentItem,Added,Attributes/Relationships,text,Added,Data Type,,string
NarrativeContentItem,Added,Attributes/Relationships,text,Added,Cardinality,,1
NarrativeContentItem,Added,Attributes/Relationships,id,Added,Data Type,,string
NarrativeContentItem,Added,Attributes/Relationships,id,Added,Cardinality,,1
NarrativeContentItem,Added,Attributes/Relationships,name,Added,Data Type,,string
NarrativeContentItem,Added,Attributes/Relationships,name,Added,Cardinality,,1
StudyDefinitionDocument,Added,Attributes/Relationships,language,Added,Data Type,,Code
StudyDefinitionDocument,Added,Attributes/Relationships,language,Added,Cardinality,,1
StudyDefinitionDocument,Added,Attributes/Relationships,type,Added,Data Type,,Code
StudyDefinitionDocument,Added,Attributes/Relationships,type,Added,Cardinality,,1
StudyDefinitionDocument,Added,Attributes/Relationships,extensionAttributes,Added,Data Type,,ExtensionAttribute
StudyDefinitionDocument,Added,Attributes/Relationships,extensionAttributes,Added,Cardinality,,0..*
StudyDefinitionDocument,Added,Attributes/Relationships,versions,Added,Data Type,,StudyDefinitionDocumentVersion
StudyDefinitionDocument,Added,Attributes/Relationships,versions,Added,Cardinality,,0..*
