status,class_name,property_name,data_type
Property - DELETED,StudyDesign,therapeuticAreas,List<Code>
Property - DELETED,StudyDesign,trialIntentTypes,List<Code>
Property - DELETED,StudyDesign,trialTypes,List<Code>
Property - DELETED,Endpoint,description,String
Property - DELETED,Endpoint,id,String
Property - DELETED,Endpoint,label,String
Property - DELETED,Endpoint,level,Code
Property - DELETED,Endpoint,name,String
Property - DELETED,SyntaxTemplate,dictionary,SyntaxTemplateDictionary
Property - DELETED,SyntaxTemplate,instanceType,SyntaxTemplateType
Property - DELETED,Encounter,encounterContactModes,List<Code>
Property - DELETED,Encounter,encounterEnvironmentalSetting,Code
Property - DELETED,Encounter,encounterScheduledAtTiming,Timing
Property - DELETED,Encounter,nextEncounter,Encounter
Property - DELETED,Encounter,previousEncounter,Encounter
Property - DELETED,Encounter,transitionEndRule,TransitionRule
Property - DELETED,Encounter,transitionStartRule,TransitionRule
Property - DELETED,Encounter,type,Code
Property - DELETED,Procedure,code,Code
Property - DELETED,StudyElement,transitionEndRule,TransitionRule
Property - DELETED,StudyElement,transitionStartRule,TransitionRule
Property - DELETED,ScheduledInstance,defaultCondition,ScheduledInstance
Property - DELETED,ScheduledInstance,epoch,StudyEpoch
Property - DELETED,ScheduledInstance,instanceType,ScheduledInstanceType
Property - DELETED,ScheduledInstance,scheduleTimelineExit,ScheduleTimelineExit
Property - DELETED,ScheduledInstance,scheduledInstanceTimeline,ScheduleTimeline
Property - DELETED,ScheduledInstance,scheduledInstanceTimings,List<Timing>
Property - DELETED,BiomedicalConceptProperty,bcPropertyResponseCodes,List<ResponseCode>
Property - DELETED,BiomedicalConceptProperty,code,AliasCode
Property - DELETED,Study,businessTherapeuticAreas,List<Code>
Property - DELETED,Study,studyDesigns,List<StudyDesign>
Property - DELETED,Study,studyIdentifiers,List<StudyIdentifier>
Property - DELETED,Study,studyPhase,AliasCode
Property - DELETED,Study,studyProtocolVersions,List<StudyProtocolVersion>
Property - DELETED,Study,type,Code
Property - DELETED,ResponseCode,code,Code
Property - DELETED,EligibilityCriteria,category,Code
Property - DELETED,EligibilityCriteria,description,String
Property - DELETED,EligibilityCriteria,id,String
Property - DELETED,EligibilityCriteria,label,String
Property - DELETED,EligibilityCriteria,name,String
Property - DELETED,EligibilityCriteria,nextCriterion,List<EligibilityCriteria>
Property - DELETED,EligibilityCriteria,previousCriterion,List<EligibilityCriteria>
Property - DELETED,StudyIdentifier,studyIdentifierScope,Organization
Property - DELETED,BiomedicalConcept,bcProperties,List<BiomedicalConceptProperty>
Property - DELETED,BiomedicalConcept,code,AliasCode
Property - DELETED,Objective,description,String
Property - DELETED,Objective,id,String
Property - DELETED,Objective,label,String
Property - DELETED,Objective,level,Code
Property - DELETED,Objective,name,String
Property - DELETED,Objective,objectiveEndpoints,List<Endpoint>
Property - DELETED,ScheduleTimeline,scheduleTimelineEntry,ScheduledInstance
Property - DELETED,ScheduleTimeline,scheduleTimelineExits,List<ScheduleTimelineExit>
Property - DELETED,ScheduleTimeline,scheduleTimelineInstances,List<ScheduledInstance>
Property - DELETED,StudyCell,studyArm,StudyArm
Property - DELETED,StudyCell,studyElements,List<StudyElement>
Property - DELETED,StudyCell,studyEpoch,StudyEpoch
Property - DELETED,AliasCode,standardCode,Code
Property - DELETED,AliasCode,standardCodeAliases,List<Code>
Property - DELETED,InvestigationalIntervention,codes,List<Code>
Property - DELETED,Timing,relativeFromScheduledInstance,ScheduledInstance
Property - DELETED,Timing,relativeToScheduledInstance,ScheduledInstance
Property - DELETED,Timing,timingRelativeToFrom,Code
Property - DELETED,Timing,type,Code
Property - DELETED,ScheduledActivityInstance,activities,List<Activity>
Property - DELETED,ScheduledActivityInstance,scheduledActivityInstanceEncounter,Encounter
