status,class_name,property_name,data_type
Property - NEW,Activity,activityIsConditionalReason,String
Property - NEW,Activity,activityScheduleTimelineEntryId,String
Property - NEW,Activity,bcCategoryIds,List<String>
Property - NEW,Activity,bcSurrogateIds,List<String>
Property - NEW,Activity,biomedicalConceptIds,List<String>
Property - NEW,Code,codeId,String
Property - NEW,StudyDesign,activities,List<Activity>
Property - NEW,StudyDesign,bcCategories,List<BiomedicalConceptCategory>
Property - NEW,StudyDesign,bcSurrogates,List<BiomedicalConceptSurrogate>
Property - NEW,StudyDesign,biomedicalConcepts,List<BiomedicalConcept>
Property - NEW,StudyDesign,encounters,List<Encounter>
Property - NEW,StudyDesign,interventionModel,Code
Property - NEW,StudyDesign,studyDesignBlindingScheme,AliasCode
Property - NEW,StudyDesign,studyDesignDescription,String
Property - NEW,StudyDesign,studyDesignId,String
Property - NEW,StudyDesign,studyDesignName,String
Property - NEW,StudyDesign,studyDesignRationale,String
Property - NEW,StudyDesign,studyPopulations,List<StudyDesignPopulation>
Property - NEW,StudyDesign,studyScheduleTimelines,List<ScheduleTimeline>
Property - NEW,StudyDesign,therapeuticAreas,List<Code>
Property - NEW,StudyDesign,trialIntentType,List<Code>
Property - NEW,StudyIdentifier,studyIdentifierId,String
Property - NEW,Objective,objectiveDescription,String
Property - NEW,Objective,objectiveId,String
Property - NEW,AnalysisPopulation,analysisPopulationId,String
Property - NEW,AnalysisPopulation,populationDescription,String
Property - NEW,Endpoint,endpointDescription,String
Property - NEW,Endpoint,endpointId,String
Property - NEW,Endpoint,endpointPurposeDescription,String
Property - NEW,StudyCell,studyCellId,String
Property - NEW,Encounter,encounterContactModes,List<Code>
Property - NEW,Encounter,encounterDescription,String
Property - NEW,Encounter,encounterId,String
Property - NEW,Encounter,encounterScheduledAt,Timing
Property - NEW,Procedure,procedureId,String
Property - NEW,Procedure,procedureIsConditional,boolean
Property - NEW,Procedure,procedureIsConditionalReason,String
Property - NEW,InvestigationalIntervention,interventionDescription,String
Property - NEW,InvestigationalIntervention,investigationalInterventionId,String
Property - NEW,StudyElement,studyElementDescription,String
Property - NEW,StudyElement,studyElementId,String
Property - NEW,StudyElement,transitionEndRule,Condition
Property - NEW,StudyElement,transitionStartRule,Condition
Property - NEW,IntercurrentEvent,intercurrentEventDescription,String
Property - NEW,IntercurrentEvent,intercurrentEventId,String
Property - NEW,IntercurrentEvent,intercurrentEventStrategy,String
Property - DELETED,Indication,indicationDesc,String
Property - DELETED,StudyEpoch,studyEpochDesc,String
Property - DELETED,Estimand,uuid,UUID
Property - DELETED,StudyArm,studyArmDataOriginDesc,String
Property - DELETED,StudyArm,studyArmDesc,String
Property - DELETED,StudyDesignPopulation,populationDesc,String
Property - DELETED,Activity,activityDesc,String
Property - DELETED,StudyDesign,interventionalModel,Code
Property - DELETED,StudyDesign,studyStudyDesignPopulations,List<StudyDesignPopulation>
Property - DELETED,StudyDesign,studyWorkflows,List<Workflow>
Property - DELETED,StudyDesign,trialIntentTypes,List<Code>
Property - DELETED,Objective,objectiveDesc,String
Property - DELETED,AnalysisPopulation,populationDesc,String
Property - DELETED,Endpoint,endpointDesc,String
Property - DELETED,Endpoint,endpointPurpose,String
Property - DELETED,Encounter,encounterContactMode,Code
Property - DELETED,Encounter,encounterDesc,String
Property - DELETED,InvestigationalIntervention,interventionDesc,String
Property - DELETED,StudyElement,studyElementDesc,String
Property - DELETED,StudyElement,transitionEndTransitionRule,TransitionRule
Property - DELETED,IntercurrentEvent,intercurrentEventDesc,String
