Class Name,Class Status,Class Characteristic,Attribute/Relationship Name,Attribute/Relationship Status,Attribute/Relationship Characteristic,Old Value,New Value
AdministrationDuration,Deleted,Attributes/Relationships,description,Deleted,Cardinality,0..1,
AdministrationDuration,Deleted,Attributes/Relationships,description,Deleted,Model Representation,Attribute,
AdministrationDuration,Deleted,Attributes/Relationships,description,Deleted,Data Type,String,
AdministrationDuration,Deleted,Attributes/Relationships,id,Deleted,Cardinality,1,
AdministrationDuration,Deleted,Attributes/Relationships,id,Deleted,Model Representation,Attribute,
AdministrationDuration,Deleted,Attributes/Relationships,id,Deleted,Data Type,String,
AdministrationDuration,Deleted,Attributes/Relationships,quantity,Deleted,Cardinality,0..1,
AdministrationDuration,Deleted,Attributes/Relationships,quantity,Deleted,Model Representation,Attribute,
AdministrationDuration,Deleted,Attributes/Relationships,quantity,Deleted,Data Type,Quantity,
ExtensionAttribute,Deleted,Abstract,,,,False,
ExtensionAttribute,Deleted,Attributes/Relationships,valueRange,Deleted,Cardinality,0..1,
ExtensionAttribute,Deleted,Attributes/Relationships,valueRange,Deleted,Model Representation,Attribute,
ExtensionAttribute,Deleted,Attributes/Relationships,valueRange,Deleted,Data Type,Range,
ExtensionAttribute,Deleted,Attributes/Relationships,valueString,Deleted,Cardinality,0..1,
ExtensionAttribute,Deleted,Attributes/Relationships,valueString,Deleted,Model Representation,Attribute,
ExtensionAttribute,Deleted,Attributes/Relationships,valueString,Deleted,Data Type,String,
ExtensionAttribute,Deleted,Attributes/Relationships,id,Deleted,Cardinality,1,
ExtensionAttribute,Deleted,Attributes/Relationships,id,Deleted,Model Representation,Attribute,
ExtensionAttribute,Deleted,Attributes/Relationships,id,Deleted,Data Type,String,
ExtensionAttribute,Deleted,Attributes/Relationships,valueId,Deleted,Cardinality,0..1,
ExtensionAttribute,Deleted,Attributes/Relationships,valueId,Deleted,Model Representation,Attribute,
ExtensionAttribute,Deleted,Attributes/Relationships,valueId,Deleted,Data Type,String,
ExtensionAttribute,Deleted,Attributes/Relationships,valueCode,Deleted,Cardinality,0..1,
ExtensionAttribute,Deleted,Attributes/Relationships,valueCode,Deleted,Model Representation,Attribute,
ExtensionAttribute,Deleted,Attributes/Relationships,valueCode,Deleted,Data Type,Code,
ExtensionAttribute,Deleted,Attributes/Relationships,valueInteger,Deleted,Cardinality,0..1,
ExtensionAttribute,Deleted,Attributes/Relationships,valueInteger,Deleted,Model Representation,Attribute,
ExtensionAttribute,Deleted,Attributes/Relationships,valueInteger,Deleted,Data Type,Integer,
ExtensionAttribute,Deleted,Attributes/Relationships,valueAliasCode,Deleted,Cardinality,0..1,
ExtensionAttribute,Deleted,Attributes/Relationships,valueAliasCode,Deleted,Model Representation,Attribute,
ExtensionAttribute,Deleted,Attributes/Relationships,valueAliasCode,Deleted,Data Type,AliasCode,
ExtensionAttribute,Deleted,Attributes/Relationships,extensionAttributes,Deleted,Cardinality,0..*,
ExtensionAttribute,Deleted,Attributes/Relationships,extensionAttributes,Deleted,Model Representation,Relationship,
ExtensionAttribute,Deleted,Attributes/Relationships,extensionAttributes,Deleted,Data Type,ExtensionAttribute,
ExtensionAttribute,Deleted,Attributes/Relationships,valueExtensionClass,Deleted,Cardinality,0..1,
ExtensionAttribute,Deleted,Attributes/Relationships,valueExtensionClass,Deleted,Model Representation,Relationship,
ExtensionAttribute,Deleted,Attributes/Relationships,valueExtensionClass,Deleted,Data Type,ExtensionClass,
ExtensionAttribute,Deleted,Attributes/Relationships,url,Deleted,Cardinality,1,
ExtensionAttribute,Deleted,Attributes/Relationships,url,Deleted,Model Representation,Attribute,
ExtensionAttribute,Deleted,Attributes/Relationships,url,Deleted,Data Type,String,
ExtensionAttribute,Deleted,Attributes/Relationships,valueBoolean,Deleted,Cardinality,0..1,
ExtensionAttribute,Deleted,Attributes/Relationships,valueBoolean,Deleted,Model Representation,Attribute,
ExtensionAttribute,Deleted,Attributes/Relationships,valueBoolean,Deleted,Data Type,Boolean,
ExtensionAttribute,Deleted,Attributes/Relationships,valueQuantity,Deleted,Cardinality,0..1,
ExtensionAttribute,Deleted,Attributes/Relationships,valueQuantity,Deleted,Model Representation,Attribute,
ExtensionAttribute,Deleted,Attributes/Relationships,valueQuantity,Deleted,Data Type,Quantity,
ExtensionClass,Deleted,Abstract,,,,False,
ExtensionClass,Deleted,Attributes/Relationships,id,Deleted,Cardinality,1,
ExtensionClass,Deleted,Attributes/Relationships,id,Deleted,Model Representation,Attribute,
ExtensionClass,Deleted,Attributes/Relationships,id,Deleted,Data Type,String,
ExtensionClass,Deleted,Attributes/Relationships,url,Deleted,Cardinality,1,
ExtensionClass,Deleted,Attributes/Relationships,url,Deleted,Model Representation,Attribute,
ExtensionClass,Deleted,Attributes/Relationships,url,Deleted,Data Type,String,
ExtensionClass,Deleted,Attributes/Relationships,extensionAttributes,Deleted,Cardinality,1..*,
ExtensionClass,Deleted,Attributes/Relationships,extensionAttributes,Deleted,Model Representation,Relationship,
ExtensionClass,Deleted,Attributes/Relationships,extensionAttributes,Deleted,Data Type,ExtensionAttribute,
Strength,Modified,Attributes/Relationships,numerator,Added,Cardinality,,1
Strength,Modified,Attributes/Relationships,numerator,Added,Model Representation,,Attribute
Strength,Modified,Attributes/Relationships,numerator,Added,Data Type,,QuantityRange
Strength,Modified,Attributes/Relationships,numeratorRange,Deleted,Cardinality,0..1,
Strength,Modified,Attributes/Relationships,numeratorRange,Deleted,Model Representation,Attribute,
Strength,Modified,Attributes/Relationships,numeratorRange,Deleted,Data Type,Range,
Strength,Modified,Attributes/Relationships,numeratorQuantity,Deleted,Cardinality,0..1,
Strength,Modified,Attributes/Relationships,numeratorQuantity,Deleted,Model Representation,Attribute,
Strength,Modified,Attributes/Relationships,numeratorQuantity,Deleted,Data Type,Quantity,
ObservationalStudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Cardinality,,1..*
ObservationalStudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Model Representation,,Relationship
ObservationalStudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Inherited From,,StudyDesign
ObservationalStudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Data Type,,EligibilityCriterion
StudyDesignPopulation,Modified,Attributes/Relationships,plannedEnrollmentNumber,Added,Cardinality,,0..1
StudyDesignPopulation,Modified,Attributes/Relationships,plannedEnrollmentNumber,Added,Model Representation,,Attribute
StudyDesignPopulation,Modified,Attributes/Relationships,plannedEnrollmentNumber,Added,Inherited From,,PopulationDefinition
StudyDesignPopulation,Modified,Attributes/Relationships,plannedEnrollmentNumber,Added,Data Type,,QuantityRange
StudyDesignPopulation,Modified,Attributes/Relationships,plannedCompletionNumber,Added,Cardinality,,0..1
StudyDesignPopulation,Modified,Attributes/Relationships,plannedCompletionNumber,Added,Model Representation,,Attribute
StudyDesignPopulation,Modified,Attributes/Relationships,plannedCompletionNumber,Added,Inherited From,,PopulationDefinition
StudyDesignPopulation,Modified,Attributes/Relationships,plannedCompletionNumber,Added,Data Type,,QuantityRange
StudyDesignPopulation,Modified,Attributes/Relationships,plannedEnrollmentNumberQuantity,Deleted,Cardinality,0..1,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedEnrollmentNumberQuantity,Deleted,Model Representation,Attribute,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedEnrollmentNumberQuantity,Deleted,Inherited From,PopulationDefinition,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedEnrollmentNumberQuantity,Deleted,Data Type,Quantity,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedCompletionNumberRange,Deleted,Cardinality,0..1,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedCompletionNumberRange,Deleted,Model Representation,Attribute,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedCompletionNumberRange,Deleted,Inherited From,PopulationDefinition,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedCompletionNumberRange,Deleted,Data Type,Range,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedCompletionNumberQuantity,Deleted,Cardinality,0..1,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedCompletionNumberQuantity,Deleted,Model Representation,Attribute,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedCompletionNumberQuantity,Deleted,Inherited From,PopulationDefinition,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedCompletionNumberQuantity,Deleted,Data Type,Quantity,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedEnrollmentNumberRange,Deleted,Cardinality,0..1,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedEnrollmentNumberRange,Deleted,Model Representation,Attribute,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedEnrollmentNumberRange,Deleted,Inherited From,PopulationDefinition,
StudyDesignPopulation,Modified,Attributes/Relationships,plannedEnrollmentNumberRange,Deleted,Data Type,Range,
StudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Cardinality,,1..*
StudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Model Representation,,Relationship
StudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Data Type,,EligibilityCriterion
PopulationDefinition,Modified,Attributes/Relationships,plannedEnrollmentNumber,Added,Cardinality,,0..1
PopulationDefinition,Modified,Attributes/Relationships,plannedEnrollmentNumber,Added,Model Representation,,Attribute
PopulationDefinition,Modified,Attributes/Relationships,plannedEnrollmentNumber,Added,Data Type,,QuantityRange
PopulationDefinition,Modified,Attributes/Relationships,plannedCompletionNumber,Added,Cardinality,,0..1
PopulationDefinition,Modified,Attributes/Relationships,plannedCompletionNumber,Added,Model Representation,,Attribute
PopulationDefinition,Modified,Attributes/Relationships,plannedCompletionNumber,Added,Data Type,,QuantityRange
PopulationDefinition,Modified,Attributes/Relationships,plannedEnrollmentNumberQuantity,Deleted,Cardinality,0..1,
PopulationDefinition,Modified,Attributes/Relationships,plannedEnrollmentNumberQuantity,Deleted,Model Representation,Attribute,
PopulationDefinition,Modified,Attributes/Relationships,plannedEnrollmentNumberQuantity,Deleted,Data Type,Quantity,
PopulationDefinition,Modified,Attributes/Relationships,plannedCompletionNumberRange,Deleted,Cardinality,0..1,
PopulationDefinition,Modified,Attributes/Relationships,plannedCompletionNumberRange,Deleted,Model Representation,Attribute,
PopulationDefinition,Modified,Attributes/Relationships,plannedCompletionNumberRange,Deleted,Data Type,Range,
PopulationDefinition,Modified,Attributes/Relationships,plannedCompletionNumberQuantity,Deleted,Cardinality,0..1,
PopulationDefinition,Modified,Attributes/Relationships,plannedCompletionNumberQuantity,Deleted,Model Representation,Attribute,
PopulationDefinition,Modified,Attributes/Relationships,plannedCompletionNumberQuantity,Deleted,Data Type,Quantity,
PopulationDefinition,Modified,Attributes/Relationships,plannedEnrollmentNumberRange,Deleted,Cardinality,0..1,
PopulationDefinition,Modified,Attributes/Relationships,plannedEnrollmentNumberRange,Deleted,Model Representation,Attribute,
PopulationDefinition,Modified,Attributes/Relationships,plannedEnrollmentNumberRange,Deleted,Data Type,Range,
StudyAmendment,Modified,Attributes/Relationships,label,Added,Cardinality,,0..1
StudyAmendment,Modified,Attributes/Relationships,label,Added,Model Representation,,Attribute
StudyAmendment,Modified,Attributes/Relationships,label,Added,Data Type,,String
StudyAmendment,Modified,Attributes/Relationships,name,Added,Cardinality,,1
StudyAmendment,Modified,Attributes/Relationships,name,Added,Model Representation,,Attribute
StudyAmendment,Modified,Attributes/Relationships,name,Added,Data Type,,String
StudyAmendment,Modified,Attributes/Relationships,description,Added,Cardinality,,0..1
StudyAmendment,Modified,Attributes/Relationships,description,Added,Model Representation,,Attribute
StudyAmendment,Modified,Attributes/Relationships,description,Added,Data Type,,String
StudyDefinitionDocument,Modified,Attributes/Relationships,children,Added,Cardinality,,0..*
StudyDefinitionDocument,Modified,Attributes/Relationships,children,Added,Model Representation,,Relationship
StudyDefinitionDocument,Modified,Attributes/Relationships,children,Added,Data Type,,StudyDefinitionDocument
ResponseCode,Modified,Attributes/Relationships,name,Added,Cardinality,,1
ResponseCode,Modified,Attributes/Relationships,name,Added,Model Representation,,Attribute
ResponseCode,Modified,Attributes/Relationships,name,Added,Data Type,,String
ResponseCode,Modified,Attributes/Relationships,label,Added,Cardinality,,0..1
ResponseCode,Modified,Attributes/Relationships,label,Added,Model Representation,,Attribute
ResponseCode,Modified,Attributes/Relationships,label,Added,Data Type,,String
ScheduleTimeline,Modified,Attributes/Relationships,plannedDuration,Added,Cardinality,,0..1
ScheduleTimeline,Modified,Attributes/Relationships,plannedDuration,Added,Model Representation,,Attribute
ScheduleTimeline,Modified,Attributes/Relationships,plannedDuration,Added,Data Type,,Duration
StudyRole,Modified,Attributes/Relationships,notes,Added,Cardinality,,0..1
StudyRole,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
StudyRole,Modified,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
AssignedPerson,Modified,Attributes/Relationships,personName,Added,Cardinality,,1
AssignedPerson,Modified,Attributes/Relationships,personName,Added,Model Representation,,Attribute
AssignedPerson,Modified,Attributes/Relationships,personName,Added,Data Type,,PersonName
StudyDefinitionDocumentVersion,Modified,Attributes/Relationships,children,Deleted,Cardinality,0..*,
StudyDefinitionDocumentVersion,Modified,Attributes/Relationships,children,Deleted,Model Representation,Relationship,
StudyDefinitionDocumentVersion,Modified,Attributes/Relationships,children,Deleted,Data Type,StudyDefinitionDocumentVersion,
Administration,Modified,Attributes/Relationships,duration,Modified,Model Representation,Relationship,Attribute
Administration,Modified,Attributes/Relationships,duration,Modified,Data Type,AdministrationDuration,Duration
InterventionalStudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Cardinality,,1..*
InterventionalStudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Model Representation,,Relationship
InterventionalStudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Inherited From,,StudyDesign
InterventionalStudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Data Type,,EligibilityCriterion
StudyCohort,Modified,Attributes/Relationships,plannedEnrollmentNumber,Added,Cardinality,,0..1
StudyCohort,Modified,Attributes/Relationships,plannedEnrollmentNumber,Added,Model Representation,,Attribute
StudyCohort,Modified,Attributes/Relationships,plannedEnrollmentNumber,Added,Inherited From,,PopulationDefinition
StudyCohort,Modified,Attributes/Relationships,plannedEnrollmentNumber,Added,Data Type,,QuantityRange
StudyCohort,Modified,Attributes/Relationships,plannedCompletionNumber,Added,Cardinality,,0..1
StudyCohort,Modified,Attributes/Relationships,plannedCompletionNumber,Added,Model Representation,,Attribute
StudyCohort,Modified,Attributes/Relationships,plannedCompletionNumber,Added,Inherited From,,PopulationDefinition
StudyCohort,Modified,Attributes/Relationships,plannedCompletionNumber,Added,Data Type,,QuantityRange
StudyCohort,Modified,Attributes/Relationships,plannedEnrollmentNumberQuantity,Deleted,Cardinality,0..1,
StudyCohort,Modified,Attributes/Relationships,plannedEnrollmentNumberQuantity,Deleted,Model Representation,Attribute,
StudyCohort,Modified,Attributes/Relationships,plannedEnrollmentNumberQuantity,Deleted,Inherited From,PopulationDefinition,
StudyCohort,Modified,Attributes/Relationships,plannedEnrollmentNumberQuantity,Deleted,Data Type,Quantity,
StudyCohort,Modified,Attributes/Relationships,plannedCompletionNumberRange,Deleted,Cardinality,0..1,
StudyCohort,Modified,Attributes/Relationships,plannedCompletionNumberRange,Deleted,Model Representation,Attribute,
StudyCohort,Modified,Attributes/Relationships,plannedCompletionNumberRange,Deleted,Inherited From,PopulationDefinition,
StudyCohort,Modified,Attributes/Relationships,plannedCompletionNumberRange,Deleted,Data Type,Range,
StudyCohort,Modified,Attributes/Relationships,plannedCompletionNumberQuantity,Deleted,Cardinality,0..1,
StudyCohort,Modified,Attributes/Relationships,plannedCompletionNumberQuantity,Deleted,Model Representation,Attribute,
StudyCohort,Modified,Attributes/Relationships,plannedCompletionNumberQuantity,Deleted,Inherited From,PopulationDefinition,
StudyCohort,Modified,Attributes/Relationships,plannedCompletionNumberQuantity,Deleted,Data Type,Quantity,
StudyCohort,Modified,Attributes/Relationships,plannedEnrollmentNumberRange,Deleted,Cardinality,0..1,
StudyCohort,Modified,Attributes/Relationships,plannedEnrollmentNumberRange,Deleted,Model Representation,Attribute,
StudyCohort,Modified,Attributes/Relationships,plannedEnrollmentNumberRange,Deleted,Inherited From,PopulationDefinition,
StudyCohort,Modified,Attributes/Relationships,plannedEnrollmentNumberRange,Deleted,Data Type,Range,
Quantity,Modified,Attributes/Relationships,id,Modified,Inherited From,,QuantityRange
Quantity,Modified,Super Classes,,,,,QuantityRange
Range,Modified,Attributes/Relationships,id,Modified,Inherited From,,QuantityRange
Range,Modified,Super Classes,,,,,QuantityRange
